img_id,rle_mask
90,67470 14 67982 14 68486 28 68998 28 69508 40 69556 12 69572 30 70020 40 70068 12 70084 30 70530 98 71042 98 71552 102 72064 102 72574 104 73086 104 73598 104 74110 104 74622 104 75134 104 75648 102 76160 102 76674 98 77186 98 77702 92 78214 92 78732 84 79244 84 79788 48 80300 48
91,20012 10 20524 10 21034 18 21546 18 22056 24 22568 24 23078 30 23590 30 24102 34 24614 34 25124 42 25636 42 26148 48 26660 48 27174 52 27686 52 28198 56 28710 56 29224 60 29736 60 30252 60 30764 60 31278 62 31790 62 32308 62 32820 62 33336 62 33848 62 34366 62 34878 62 35396 60 35908 60 36424 58 36936 58 37452 54 37964 54 38480 50 38992 50 39508 46 40020 46 40536 42 41048 42 41566 36 42078 36 42594 32 43106 32 43622 26 44134 26 44650 22 45162 22 45676 18 46188 18 46704 12 47216 12 47732 4 48244 4
92,154562 4 155074 4 155574 18 156086 18 156590 28 157102 28 157610 34 158122 34 158632 36 159144 36 159652 40 160164 40 160672 42 161184 42 161696 40 162208 40 162718 38 163230 38 163738 30 164250 30 164760 8 164772 12 165272 8 165284 12 165800 2 166312 2 166802 2 167314 2 167824 4 168336 4 168846 6 169358 6 169866 14 170378 14 170888 16 171400 16 171910 18 172422 18 172932 20 173444 20 173954 22 174466 22 174976 22 175488 22 176000 22 176512 22 177024 20 177536 20 178048 20 178560 20 179074 18 179586 18 180098 16 180610 16 181124 12 181636 12 182150 6 182662 6
93,29410 6 29922 6 30432 12 30944 12 31454 14 31966 14 32478 16 32990 16 33500 18 34012 18 34524 18 35036 18 35548 18 36060 18 36572 18 37084 18 37596 18 38108 18 38620 18 39132 18 39644 18 40156 18 40668 18 41180 18 41692 16 42204 16 42716 16 43228 16 43740 16 44252 16 44764 16 45276 16 45788 16 46300 16 46812 16 47324 16 47836 16 48348 16 48860 16 49372 16 49884 16 50396 16 50908 14 51420 14 51932 14 52444 14 52958 12 53470 12 53982 12 54494 12 55004 14 55516 14 56028 14 56540 14 57052 14 57564 14 58076 14 58588 14 59100 14 59612 14 60124 14 60636 14 61148 14 61660 14 62172 16 62684 16 63194 18 63706 18 64218 18 64730 18 65242 18 65754 18 66266 18 66778 18 67290 18 67802 18 68314 18 68826 18 69338 18 69850 18 70362 18 70874 18 71386 18 71898 18 72412 14 72924 14 73436 14 73948 14 74462 8 74974 8
94,171808 2 172320 2 172826 12 173338 12 173848 18 174360 18 174870 22 175382 22 175894 26 176406 26 176916 30 177428 30 177940 34 178452 34 178966 34 179478 34 179990 38 180502 38 181016 40 181528 40 182042 42 182554 42 183068 44 183580 44 184096 44 184608 44 185122 46 185634 46 186150 44 186662 44 187176 44 187688 44 188202 44 188714 44 189230 42 189742 42 190258 38 190770 38 191284 38 191796 38 192312 36 192824 36 193338 34 193850 34 194366 30 194878 30 195394 24 195906 24 196422 18 196934 18 197450 10 197962 10
95,119750 10 120262 10 120770 16 121282 16 121790 20 122302 20 122810 26 123322 26 123830 30 124342 30 124848 36 125360 36 125864 44 126376 44 126878 54 127390 54 127894 60 128406 60 128906 70 129418 70 129926 72 130438 72 130948 68 131460 68 131970 58 132482 58 132994 52 133506 52 134018 46 134530 46 135042 42 135554 42 136068 34 136580 34 137092 30 137604 30 138118 22 138630 22 139144 12 139656 12
96,122454 6 122966 6 123474 16 123986 16 124496 22 125008 22 125520 26 126032 26 126544 32 127056 32 127570 34 128082 34 128594 38 129106 38 129620 42 130132 42 130648 42 131160 42 131676 40 132188 40 132706 36 133218 36 133734 34 134246 34 134764 28 135276 28 135792 24 136304 24 136820 20 137332 20 137850 12 138362 12 138880 2 139392 2
97,48760 4 49272 4 49780 12 50292 12 50800 16 51312 16 51822 20 52334 20 52844 22 53356 22 53866 24 54378 24 54888 26 55400 26 55910 26 56422 26 56932 28 57444 28 57954 28 58466 28 58976 28 59488 28 59998 26 60510 26 61020 26 61532 26 62040 28 62552 28 63062 26 63574 26 64084 26 64596 26 65106 26 65618 26 66128 26 66640 26 67150 26 67662 26 68170 28 68682 28 69190 28 69702 28 70210 30 70722 30 71230 30 71742 30 72252 30 72764 30 73274 30 73786 30 74296 30 74808 30 75318 30 75830 30 76340 30 76852 30 77362 32 77874 32 78382 34 78894 34 79404 34 79916 34 80426 34 80938 34 81448 34 81960 34 82472 32 82984 32 83496 28 84008 28 84520 26 85032 26 85546 20 86058 20 86578 6 87090 6
98,133726 8 134238 8 134748 12 135260 12 135770 14 136282 14 136792 18 137304 18 137814 20 138326 20 138836 24 139348 24 139860 26 140372 26 140882 30 141394 30 141906 32 142418 32 142930 34 143442 34 143956 34 144468 34 144982 32 145494 32 146008 32 146520 32 147034 30 147546 30 148060 30 148572 30 149086 28 149598 28 150112 28 150624 28 151138 28 151650 28 152164 30 152676 30 153190 30 153702 30 154216 32 154728 32 155242 32 155754 32 156266 34 156778 34 157292 34 157804 34 158318 32 158830 32 159344 32 159856 32 160370 32 160882 32 161396 32 161908 32 162422 32 162934 32 163448 32 163960 32 164474 30 164986 30 165500 30 166012 30 166526 30 167038 30 167552 32 168064 32 168578 34 169090 34 169604 36 170116 36 170630 36 171142 36 171656 34 172168 34 172682 32 173194 32 173708 28 174220 28 174734 26 175246 26 175758 26 176270 26 176784 24 177296 24 177810 20 178322 20 178836 16 179348 16 179862 12 180374 12 180888 8 181400 8
99,50920 14 51432 14 51940 20 52452 20 52962 22 53474 22 53984 26 54496 26 55006 28 55518 28 56030 28 56542 28 57054 30 57566 30 58078 30 58590 30 59102 32 59614 32 60128 30 60640 30 61152 30 61664 30 62178 30 62690 30 63202 30 63714 30 64228 28 64740 28 65254 28 65766 28 66278 28 66790 28 67304 28 67816 28 68330 26 68842 26 69354 26 69866 26 70380 26 70892 26 71404 26 71916 26 72428 26 72940 26 73454 26 73966 26 74478 26 74990 26 75502 26 76014 26 76526 28 77038 28 77550 28 78062 28 78576 28 79088 28 79600 28 80112 28 80624 28 81136 28 81648 28 82160 28 82672 28 83184 28 83696 28 84208 28 84722 26 85234 26 85746 24 86258 24 86770 22 87282 22 87796 16 88308 16 88822 10 89334 10
100,
101,122470 6 122982 6 123490 14 124002 14 124508 20 125020 20 125530 24 126042 24 126550 28 127062 28 127572 32 128084 32 128594 32 129106 32 129614 34 130126 34 130622 48 131134 48 131640 52 132152 52 132660 48 133172 48 133678 44 134190 44 134696 38 135208 38 135714 40 136226 40 136734 42 137246 42 137756 40 138268 40 138778 38 139290 38 139802 32 140314 32 140826 28 141338 28 141850 24 142362 24 142876 18 143388 18 143902 12 144414 12
102,30380 12 30892 12 31396 22 31908 22 32416 26 32928 26 33436 30 33948 30 34454 36 34966 36 35474 40 35986 40 36494 44 37006 44 37514 48 38026 48 38532 54 39044 54 39552 56 40064 56 40570 62 41082 62 41590 64 42102 64 42608 68 43120 68 43628 70 44140 70 44644 74 45156 74 45662 76 46174 76 46682 76 47194 76 47704 74 48216 74 48726 72 49238 72 49750 68 50262 68 50774 60 51286 60 51798 54 52310 54 52822 48 53334 48 53846 44 54358 44 54870 40 55382 40 55896 34 56408 34 56920 30 57432 30 57946 22 58458 22 58972 16 59484 16 59998 8 60510 8
103,71342 22 71854 22 72308 82 72820 82 73328 88 73840 88 74350 92 74862 92 75372 94 75884 94 76396 94 76908 94 77420 94 77932 94 78442 96 78954 96 79466 94 79978 94 80490 92 81002 92 81514 90 82026 90 82540 82 83052 82 83566 48 84078 48 84592 32 85104 32 85622 10 86134 10
104,227092 10 227604 10 228108 20 228620 20 229124 30 229636 30 230134 46 230646 46 231148 56 231660 56 232138 90 232650 90 233156 96 233668 96 234178 98 234690 98 235200 98 235712 98 236222 98 236734 98 237246 96 237758 96 238270 82 238782 82 239294 64 239806 64 240320 48 240832 48 241346 30 241858 30 242372 22 242884 22 243402 6 243914 6
105,91800 12 92312 12 92822 20 93334 20 93844 24 94356 24 94868 26 95380 26 95890 28 96402 28 96914 28 97426 28 97938 28 98450 28 98960 28 99472 28 99984 28 100496 28 101006 28 101518 28 102030 28 102542 28 103052 28 103564 28 104076 26 104588 26 105100 26 105612 26 106122 26 106634 26 107146 26 107658 26 108168 26 108680 26 109192 24 109704 24 110216 24 110728 24 111238 24 111750 24 112262 24 112774 24 113284 24 113796 24 114308 24 114820 24 115330 24 115842 24 116354 24 116866 24 117376 26 117888 26 118400 24 118912 24 119422 26 119934 26 120446 24 120958 24 121468 26 121980 26 122492 26 123004 26 123514 26 124026 26 124538 24 125050 24 125560 26 126072 26 126582 26 127094 26 127606 26 128118 26 128628 26 129140 26 129650 26 130162 26 130674 26 131186 26 131696 28 132208 28 132720 26 133232 26 133742 28 134254 28 134766 26 135278 26 135788 28 136300 28 136812 28 137324 28 137836 26 138348 26 138858 28 139370 28 139882 28 140394 28 140906 26 141418 26 141928 28 142440 28 142952 26 143464 26 143974 28 144486 28 144998 28 145510 28 146022 26 146534 26 147044 28 147556 28 148068 28 148580 28 149090 28 149602 28 150112 30 150624 30 151136 28 151648 28 152158 30 152670 30 153182 28 153694 28 154206 26 154718 26 155228 28 155740 28 156252 26 156764 26 157276 26 157788 26 158300 24 158812 24 159326 20 159838 20 160352 16 160864 16 161382 6 161894 6
106,123844 2 124356 2 124856 18 125368 18 125878 22 126390 22 126900 26 127412 26 127922 28 128434 28 128946 28 129458 28 129968 30 130480 30 130990 30 131502 30 132014 30 132526 30 133036 30 133548 30 134058 32 134570 32 135082 30 135594 30 136104 32 136616 32 137128 30 137640 30 138150 30 138662 30 139172 32 139684 32 140196 32 140708 32 141218 32 141730 32 142242 32 142754 32 143264 34 143776 34 144288 32 144800 32 145312 32 145824 32 146334 32 146846 32 147358 32 147870 32 148382 30 148894 30 149406 30 149918 30 150430 28 150942 28 151452 28 151964 28 152476 26 152988 26 153500 24 154012 24 154522 26 155034 26 155546 24 156058 24 156568 24 157080 24 157590 24 158102 24 158614 24 159126 24 159636 24 160148 24 160660 24 161172 24 161682 24 162194 24 162706 24 163218 24 163728 26 164240 26 164752 24 165264 24 165776 24 166288 24 166798 24 167310 24 167822 24 168334 24 168844 24 169356 24 169868 22 170380 22 170890 24 171402 24 171914 22 172426 22 172938 22 173450 22 173960 22 174472 22 174982 24 175494 24 176006 22 176518 22 177028 24 177540 24 178052 22 178564 22 179074 24 179586 24 180096 24 180608 24 181120 24 181632 24 182142 24 182654 24 183166 24 183678 24 184190 22 184702 22 185212 24 185724 24 186236 22 186748 22 187260 22 187772 22 188286 18 188798 18 189312 14 189824 14 190338 10 190850 10
107,66392 6 66904 6 67412 12 67924 12 68432 16 68944 16 69454 18 69966 18 70472 24 70984 24 71492 28 72004 28 72512 30 73024 30 73532 32 74044 32 74554 30 75066 30 75576 28 76088 28 76598 24 77110 24 77624 16 78136 16 78650 10 79162 10
108,231176 8 231688 8 232198 10 232710 10 233220 14 233732 14 234242 16 234754 16 235266 14 235778 14 236288 16 236800 16 237310 16 237822 16 238332 18 238844 18 239354 18 239866 18 240376 18 240888 18 241398 20 241910 20 242420 20 242932 20 243442 20 243954 20 244464 20 244976 20 245488 18 246000 18 246510 20 247022 20 247534 18 248046 18 248558 16 249070 16 249582 14 250094 14 250608 10 251120 10
109,31576 14 32088 14 32596 34 33108 34 33618 44 34130 44 34642 48 35154 48 35666 50 36178 50 36692 50 37204 50 37716 50 38228 50 38742 48 39254 48 39770 44 40282 44 40800 38 41312 38 41832 28 42344 28 42868 14 43380 14
110,37606 8 38118 8 38626 14 39138 14 39648 18 40160 18 40672 20 41184 20 41694 24 42206 24 42718 26 43230 26 43742 28 44254 28 44766 28 45278 28 45790 30 46302 30 46816 30 47328 30 47842 28 48354 28 48868 28 49380 28 49894 28 50406 28 50920 26 51432 26 51946 26 52458 26 52970 28 53482 28 53996 26 54508 26 55020 28 55532 28 56046 28 56558 28 57070 30 57582 30 58096 28 58608 28 59120 30 59632 30 60144 30 60656 30 61170 28 61682 28 62194 28 62706 28 63220 26 63732 26 64244 26 64756 26 65270 22 65782 22 66296 20 66808 20 67320 18 67832 18 68346 14 68858 14 69374 6 69886 6
111,195358 2 195870 2 196370 16 196882 16 197392 20 197904 20 198414 22 198926 22 199436 24 199948 24 200458 26 200970 26 201482 26 201994 26 202504 28 203016 28 203528 26 204040 26 204550 28 205062 28 205574 26 206086 26 206598 26 207110 26 207620 26 208132 26 208644 26 209156 26 209668 26 210180 26 210692 26 211204 26 211714 28 212226 28 212738 26 213250 26 213762 26 214274 26 214786 24 215298 24 215808 26 216320 26 216832 24 217344 24 217856 22 218368 22 218878 22 219390 22 219902 20 220414 20 220924 20 221436 20 221948 20 222460 20 222970 20 223482 20 223992 20 224504 20 225016 20 225528 20 226038 20 226550 20 227062 20 227574 20 228084 22 228596 22 229108 20 229620 20 230130 22 230642 22 231154 20 231666 20 232176 20 232688 20 233198 22 233710 22 234222 20 234734 20 235244 22 235756 22 236268 20 236780 20 237290 22 237802 22 238312 22 238824 22 239336 22 239848 22 240358 22 240870 22 241382 22 241894 22 242404 22 242916 22 243428 22 243940 22 244452 20 244964 20 245476 20 245988 20 246500 18 247012 18 247526 14 248038 14 248550 12 249062 12 249576 8 250088 8
112,115574 10 116086 10 116596 14 117108 14 117618 16 118130 16 118642 18 119154 18 119664 20 120176 20 120688 20 121200 20 121712 20 122224 20 122736 20 123248 20 123760 20 124272 20 124784 20 125296 20 125808 20 126320 20 126832 20 127344 20 127856 20 128368 20 128882 18 129394 18 129906 16 130418 16 130930 16 131442 16 131954 16 132466 16 132978 16 133490 16 134002 18 134514 18 135026 18 135538 18 136050 18 136562 18 137074 16 137586 16 138098 16 138610 16 139122 16 139634 16 140146 16 140658 16 141170 16 141682 16 142194 16 142706 16 143218 16 143730 16 144242 16 144754 16 145266 16 145778 16 146290 18 146802 18 147314 18 147826 18 148338 18 148850 18 149362 18 149874 18 150386 18 150898 18 151410 18 151922 18 152434 18 152946 18 153458 18 153970 18 154482 18 154994 18 155506 18 156018 18 156530 18 157042 18 157554 18 158066 18 158578 18 159090 18 159602 18 160114 18 160626 18 161138 18 161650 18 162162 18 162674 18 163186 18 163698 18 164210 18 164722 18 165234 18 165746 18 166258 18 166770 16 167282 16 167796 12 168308 12 168822 6 169334 6
113,200622 4 201134 4 201642 12 202154 12 202664 16 203176 16 203686 20 204198 20 204710 20 205222 20 205734 22 206246 22 206758 22 207270 22 207782 22 208294 22 208806 22 209318 22 209830 22 210342 22 210854 22 211366 22 211878 22 212390 22 212902 20 213414 20 213926 20 214438 20 214950 20 215462 20 215974 20 216486 20 216998 20 217510 20 218022 20 218534 20 219044 20 219556 20 220068 20 220580 20 221092 20 221604 20 222116 20 222628 20 223140 20 223652 20 224164 20 224676 20 225188 20 225700 20 226212 18 226724 18 227238 16 227750 16 228264 10 228776 10
114,214728 8 215240 8 215748 14 216260 14 216770 18 217282 18 217794 18 218306 18 218816 22 219328 22 219838 24 220350 24 220862 26 221374 26 221886 26 222398 26 222912 26 223424 26 223936 26 224448 26 224960 26 225472 26 225986 26 226498 26 227012 24 227524 24 228036 26 228548 26 229062 24 229574 24 230088 24 230600 24 231114 22 231626 22 232138 24 232650 24 233164 22 233676 22 234188 24 234700 24 235214 22 235726 22 236238 24 236750 24 237264 22 237776 22 238288 22 238800 22 239314 20 239826 20 240338 20 240850 20 241364 16 241876 16 242390 14 242902 14 243414 12 243926 12 244442 6 244954 6
115,148292 2 148804 2 149314 8 149826 8 150336 10 150848 10 151360 10 151872 10 152382 12 152894 12 153406 12 153918 12 154428 12 154940 12 155452 12 155964 12 156476 12 156988 12 157500 12 158012 12 158522 12 159034 12 159546 12 160058 12 160570 10 161082 10 161594 10 162106 10 162616 10 163128 10 163640 10 164152 10 164662 12 165174 12 165684 12 166196 12 166706 14 167218 14 167730 12 168242 12 168752 14 169264 14 169774 14 170286 14 170798 14 171310 14 171822 14 172334 14 172846 12 173358 12 173872 10 174384 10 174902 2 175414 2
116,14870 10 15382 10 15892 14 16404 14 16916 14 17428 14 17938 18 18450 18 18962 18 19474 18 19986 20 20498 20 21010 20 21522 20 22034 20 22546 20 23058 20 23570 20 24084 18 24596 18 25108 20 25620 20 26132 20 26644 20 27158 18 27670 18 28182 18 28694 18 29208 18 29720 18 30232 18 30744 18 31256 18 31768 18 32280 20 32792 20 33306 18 33818 18 34330 20 34842 20 35354 20 35866 20 36380 18 36892 18 37404 20 37916 20 38428 20 38940 20 39454 18 39966 18 40478 20 40990 20 41502 20 42014 20 42528 18 43040 18 43554 16 44066 16 44580 14 45092 14 45606 10 46118 10
117,54154 10 54666 10 55162 28 55674 28 56176 40 56688 40 57192 50 57704 50 58204 62 58716 62 59220 70 59732 70 60234 80 60746 80 61242 96 61754 96 62262 100 62774 100 63284 102 63796 102 64308 100 64820 100 65332 98 65844 98 66354 98 66866 98 67378 94 67890 94 68402 88 68914 88 69426 64 69938 64 70450 52 70962 52 71476 44 71988 44 72500 38 73012 38 73526 28 74038 28 74554 16 75066 16
118,17058 4 17570 4 18078 12 18590 12 19100 16 19612 16 20122 18 20634 18 21144 22 21656 22 22166 24 22678 24 23190 26 23702 26 24214 26 24726 26 25238 28 25750 28 26264 26 26776 26 27288 26 27800 26 28314 26 28826 26 29340 24 29852 24 30366 24 30878 24 31392 24 31904 24 32418 24 32930 24 33444 24 33956 24 34470 26 34982 26 35494 28 36006 28 36520 28 37032 28 37546 28 38058 28 38572 28 39084 28 39596 28 40108 28 40622 28 41134 28 41648 26 42160 26 42672 26 43184 26 43698 22 44210 22 44722 22 45234 22 45748 18 46260 18 46774 14 47286 14 47800 10 48312 10
119,163462 12 163974 12 164484 16 164996 16 165508 20 166020 20 166532 22 167044 22 167556 24 168068 24 168580 26 169092 26 169606 26 170118 26 170630 30 171142 30 171656 30 172168 30 172682 30 173194 30 173708 30 174220 30 174736 26 175248 26 175762 26 176274 26 176790 24 177302 24 177816 24 178328 24 178842 24 179354 24 179868 24 180380 24 180894 24 181406 24 181920 26 182432 26 182946 26 183458 26 183972 26 184484 26 184998 26 185510 26 186024 24 186536 24 187050 24 187562 24 188076 22 188588 22 189102 18 189614 18 190128 14 190640 14 191154 10 191666 10 192182 4 192694 4
120,119704 10 120216 10 120722 18 121234 18 121742 24 122254 24 122762 30 123274 30 123782 34 124294 34 124802 38 125314 38 125822 42 126334 42 126840 46 127352 46 127858 50 128370 50 128876 54 129388 54 129898 48 130410 48 130918 44 131430 44 131940 40 132452 40 132962 38 133474 38 133986 34 134498 34 135010 32 135522 32 136034 28 136546 28 137058 24 137570 24 138084 18 138596 18 139112 8 139624 8
121,226182 12 226694 12 227204 20 227716 20 228226 28 228738 28 229250 36 229762 36 230272 48 230784 48 231296 58 231808 58 232320 62 232832 62 233344 66 233856 66 234370 86 234882 86 235396 90 235908 90 236422 90 236934 90 237452 86 237964 86 238488 76 239000 76 239522 66 240034 66 240554 60 241066 60 241586 52 242098 52 242626 36 243138 36 243656 30 244168 30 244684 26 245196 26 245714 18 246226 18 246744 10 247256 10
122,28280 16 28792 16 29300 22 29812 22 30322 24 30834 24 31344 26 31856 26 32366 24 32878 24 33390 24 33902 24 34414 24 34926 24 35438 24 35950 24 36462 24 36974 24 37486 24 37998 24 38512 20 39024 20 39538 18 40050 18 40566 14 41078 14 41596 6 42108 6 55922 12 56434 12 56944 18 57456 18 57966 24 58478 24 58990 26 59502 26 60012 28 60524 28 61036 28 61548 28 62060 28 62572 28 63082 28 63594 28 64106 28 64618 28 65128 28 65640 28 66152 28 66664 28 67174 28 67686 28 68198 26 68710 26 69220 26 69732 26 70242 26 70754 26 71266 26 71778 26 72288 26 72800 26 73312 24 73824 24 74334 26 74846 26 75356 26 75868 26 76380 26 76892 26 77402 26 77914 26 78426 26 78938 26 79448 26 79960 26 80470 26 80982 26 81494 26 82006 26 82516 26 83028 26 83538 26 84050 26 84562 26 85074 26 85584 26 86096 26 86606 28 87118 28 87630 26 88142 26 88652 26 89164 26 89676 26 90188 26 90700 24 91212 24 91724 24 92236 24 92750 20 93262 20 93776 16 94288 16 94802 12 95314 12
123,193308 10 193820 10 194324 20 194836 20 195336 32 195848 32 196348 44 196860 44 197368 48 197880 48 198392 48 198904 48 199414 48 199926 48 200438 48 200950 48 201462 20 201498 8 201974 20 202010 8 202488 14 203000 14 203516 4 204028 4
124,11990 8 12502 8 13012 14 13524 14 14032 18 14544 18 15054 22 15566 22 16076 24 16588 24 17098 26 17610 26 18118 30 18630 30 19138 34 19650 34 20160 36 20672 36 21180 38 21692 38 22200 40 22712 40 23220 42 23732 42 24240 44 24752 44 25260 42 25772 42 26282 40 26794 40 27304 38 27816 38 28324 38 28836 38 29344 38 29856 38 30362 40 30874 40 31378 46 31890 46 32398 46 32910 46 33418 46 33930 46 34440 44 34952 44 35462 42 35974 42 36484 40 36996 40 37506 40 38018 40 38526 40 39038 40 39546 42 40058 42 40566 44 41078 44 41588 44 42100 44 42610 44 43122 44 43632 44 44144 44 44654 44 45166 44 45678 40 46190 40 46702 38 47214 38 47728 32 48240 32 48754 26 49266 26 49784 14 50296 14
125,93842 2 94354 2 94862 12 95374 12 95884 16 96396 16 96906 20 97418 20 97928 22 98440 22 98952 24 99464 24 99976 24 100488 24 101000 26 101512 26 102026 24 102538 24 103050 24 103562 24 104074 26 104586 26 105100 24 105612 24 106124 26 106636 26 107150 24 107662 24 108174 26 108686 26 109198 26 109710 26 110224 26 110736 26 111248 26 111760 26 112272 28 112784 28 113296 28 113808 28 114322 26 114834 26 115346 28 115858 28 116370 28 116882 28 117396 28 117908 28 118420 28 118932 28 119446 26 119958 26 120470 24 120982 24 121496 22 122008 22 122520 20 123032 20 123546 16 124058 16 124572 12 125084 12
126,86936 8 87448 8 87958 10 88470 10 88982 12 89494 12 90004 14 90516 14 91028 16 91540 16 92052 16 92564 16 93076 16 93588 16 94100 16 94612 16 95124 16 95636 16 96150 14 96662 14 97174 14 97686 14 98198 16 98710 16 99224 14 99736 14 100248 14 100760 14 101274 12 101786 12 102298 12 102810 12 103322 12 103834 12 104348 10 104860 10 105372 12 105884 12 106396 12 106908 12 107422 10 107934 10 108446 10 108958 10 109470 12 109982 12 110496 10 111008 10 111520 10 112032 10 112546 6 113058 6 113572 2 114084 2
127,128606 4 129118 4 129628 8 130140 8 130650 12 131162 12 131672 16 132184 16 132694 18 133206 18 133718 20 134230 20 134742 20 135254 20 135766 22 136278 22 136790 22 137302 22 137816 20 138328 20 138840 22 139352 22 139864 22 140376 22 140888 22 141400 22 141912 22 142424 22 142938 22 143450 22 143962 22 144474 22 144986 22 145498 22 146010 22 146522 22 147036 22 147548 22 148060 22 148572 22 149084 22 149596 22 150110 20 150622 20 151134 22 151646 22 152160 20 152672 20 153184 20 153696 20 154210 18 154722 18 155234 20 155746 20 156260 18 156772 18 157284 18 157796 18 158310 16 158822 16 159334 18 159846 18 160358 18 160870 18 161382 20 161894 20 162408 18 162920 18 163432 18 163944 18 164456 20 164968 20 165480 20 165992 20 166504 22 167016 22 167530 20 168042 20 168554 20 169066 20 169578 22 170090 22 170604 20 171116 20 171628 20 172140 20 172654 20 173166 20 173678 20 174190 20 174702 20 175214 20 175726 22 176238 22 176752 20 177264 20 177776 22 178288 22 178800 22 179312 22 179824 22 180336 22 180850 22 181362 22 181874 22 182386 22 182898 22 183410 22 183922 22 184434 22 184948 18 185460 18 185972 18 186484 18 186998 12 187510 12 188024 6 188536 6
128,13140 8 13652 8 14160 14 14672 14 15182 16 15694 16 16206 18 16718 18 17228 20 17740 20 18250 22 18762 22 19272 24 19784 24 20294 24 20806 24 21316 26 21828 26 22338 26 22850 26 23360 26 23872 26 24382 26 24894 26 25404 26 25916 26 26426 26 26938 26 27448 26 27960 26 28472 24 28984 24 29494 24 30006 24 30516 24 31028 24 31538 24 32050 24 32562 22 33074 22 33584 22 34096 22 34606 22 35118 22 35628 22 36140 22 36650 22 37162 22 37670 24 38182 24 38692 24 39204 24 39714 24 40226 24 40736 24 41248 24 41758 26 42270 26 42780 26 43292 26 43802 28 44314 28 44824 28 45336 28 45848 26 46360 26 46870 26 47382 26 47892 26 48404 26 48916 24 49428 24 49940 22 50452 22 50966 14 51478 14
129,93886 2 94398 2 94908 6 95420 6 95932 6 96444 6 96956 4 97468 4 200454 8 200966 8 201476 12 201988 12 202498 16 203010 16 203522 16 204034 16 204546 16 205058 16 205570 16 206082 16 206592 18 207104 18 207616 18 208128 18 208640 18 209152 18 209664 16 210176 16 210688 16 211200 16 211712 16 212224 16 212736 16 213248 16 213760 16 214272 16 214784 16 215296 16 215808 16 216320 16 216832 16 217344 16 217854 18 218366 18 218878 18 219390 18 219902 16 220414 16 220926 16 221438 16 221950 16 222462 16 222974 16 223486 16 224000 14 224512 14 225026 12 225538 12 226058 2 226570 2
130,205502 12 206014 12 206516 24 207028 24 207522 44 208034 44 208536 54 209048 54 209556 58 210068 58 210578 60 211090 60 211602 60 212114 60 212626 58 213138 58 213650 58 214162 58 214676 54 215188 54 215700 50 216212 50 216726 42 217238 42 217752 16 218264 16
131,130670 16 131182 16 131690 24 132202 24 132714 24 133226 24 133738 22 134250 22 134764 16 135276 16 135790 8 136302 8
132,202378 6 202890 6 203398 16 203910 16 204420 22 204932 22 205444 26 205956 26 206466 32 206978 32 207488 38 208000 38 208512 46 209024 46 209536 50 210048 50 210560 56 211072 56 211586 58 212098 58 212612 60 213124 60 213640 60 214152 60 214668 60 215180 60 215696 58 216208 58 216722 58 217234 58 217750 56 218262 56 218778 54 219290 54 219806 50 220318 50 220834 46 221346 46 221864 40 222376 40 222894 34 223406 34 223922 28 224434 28 224950 24 225462 24 225978 16 226490 16 227008 6 227520 6
133,155426 12 155938 12 156446 18 156958 18 157464 24 157976 24 158482 32 158994 32 159500 36 160012 36 160520 40 161032 40 161542 40 162054 40 162564 40 163076 40 163588 36 164100 36 164612 30 165124 30 165638 18 166150 18 166668 2 167180 2
134,
135,113278 4 113790 4 114296 14 114808 14 115318 18 115830 18 116340 22 116852 22 117364 24 117876 24 118388 24 118900 24 119410 28 119922 28 120434 28 120946 28 121458 28 121970 28 122480 30 122992 30 123504 28 124016 28 124526 30 125038 30 125550 30 126062 30 126572 30 127084 30 127596 30 128108 30 128618 30 129130 30 129642 30 130154 30 130664 30 131176 30 131688 30 132200 30 132710 30 133222 30 133734 30 134246 30 134756 30 135268 30 135780 30 136292 30 136802 30 137314 30 137826 30 138338 30 138850 28 139362 28 139872 28 140384 28 140894 30 141406 30 141918 28 142430 28 142940 30 143452 30 143964 28 144476 28 144986 30 145498 30 146010 28 146522 28 147032 30 147544 30 148056 28 148568 28 149080 28 149592 28 150104 26 150616 26 151130 24 151642 24 152154 22 152666 22 153180 18 153692 18 154206 14 154718 14 155234 8 155746 8
136,16320 10 16832 10 17342 14 17854 14 18364 18 18876 18 19386 22 19898 22 20408 26 20920 26 21430 28 21942 28 22452 30 22964 30 23474 30 23986 30 24498 28 25010 28 25520 30 26032 30 26542 30 27054 30 27564 30 28076 30 28586 28 29098 28 29608 28 30120 28 30630 30 31142 30 31652 30 32164 30 32674 30 33186 30 33696 30 34208 30 34718 30 35230 30 35740 30 36252 30 36762 30 37274 30 37784 30 38296 30 38806 30 39318 30 39830 28 40342 28 40852 28 41364 28 41876 26 42388 26 42900 24 43412 24 43924 22 44436 22 44948 20 45460 20 45974 16 46486 16 47002 8 47514 8 53114 6 53626 6 54134 12 54646 12 55156 16 55668 16 56178 22 56690 22 57200 26 57712 26 58222 26 58734 26 59244 26 59756 26 60268 24 60780 24 61290 24 61802 24 62314 20 62826 20 63338 16 63850 16 64362 14 64874 14 65388 12 65900 12 66414 8 66926 8
